sale_id,product_id,warehouse_id,sale_date,quantity_sold,revenue
23360,73,9,2025-12-30,3,507.15
23361,435,3,2025-09-23,9,2846.79
23362,75,1,2025-02-06,6,1899.42
23363,78,5,2026-11-17,23,12601.7
23364,447,10,2025-03-28,20,19226.0
23365,12,8,2026-05-23,4,1700.88
23366,229,8,2026-12-31,17,9931.91
23367,205,1,2025-11-13,13,820.3
23368,350,9,2026-07-17,24,5275.44
23369,345,4,2025-11-18,22,9517.64
23370,322,6,2026-01-19,21,14285.88
23371,418,3,2026-12-10,7,5565.21
23372,393,9,2026-02-15,5,1601.95
23373,122,8,2025-04-25,25,10826.75
23374,354,1,2026-07-22,13,4881.76
23375,27,7,2026-11-19,15,10358.25
23376,442,3,2026-10-09,17,10092.73
23377,324,1,2025-06-10,10,6207.4
23378,311,9,2026-08-19,4,543.68
23379,472,5,2026-02-22,22,14580.06
23380,115,6,2025-08-03,10,1328.7
23381,118,5,2026-04-28,9,614.25
23382,162,7,2026-12-25,15,1139.1
23383,403,9,2026-09-13,22,2250.6
23384,486,6,2025-05-21,5,1361.25
23385,11,5,2026-03-30,24,17402.4
23386,490,3,2025-02-03,11,1028.5
23387,330,4,2026-04-27,19,4852.98
23388,457,4,2026-12-12,1,1189.16
23389,41,1,2025-07-03,6,2741.7
23390,483,8,2025-10-09,22,27467.0
23391,437,9,2026-08-06,21,16478.49
23392,250,5,2025-10-22,25,8033.5
23393,20,10,2026-05-01,4,3672.12
23394,137,10,2025-01-24,17,6605.18
23395,90,9,2025-10-26,19,16129.67
23396,389,9,2025-04-30,17,6136.83
23397,416,8,2026-06-11,25,9331.5
23398,51,5,2025-05-12,11,6266.7
23399,341,6,2026-03-08,2,143.7
23400,400,9,2025-07-26,10,2889.8
23401,325,6,2025-09-17,7,3042.2
23402,499,1,2025-02-08,23,7143.57
23403,171,2,2026-06-24,6,2281.32
23404,489,5,2025-06-25,4,2895.8
23405,461,1,2025-01-08,18,1788.66
23406,286,5,2026-12-04,1,914.85
23407,489,7,2026-02-26,16,11583.2
23408,95,3,2026-04-21,5,822.75
23409,15,7,2026-04-29,19,411.16
23410,69,1,2025-08-29,5,3910.85
23411,11,9,2025-12-01,16,11601.6
23412,261,8,2025-12-10,8,1733.12
23413,489,8,2025-12-06,11,7963.45
23414,413,2,2025-07-12,15,6055.5
23415,444,8,2025-11-26,20,3408.0
23416,40,3,2025-07-29,7,6256.18
23417,199,5,2025-07-11,12,9212.88
23418,233,9,2026-06-21,15,8815.65
23419,417,9,2026-09-17,15,5303.1
23420,105,10,2025-10-01,12,1736.88
23421,256,4,2025-11-24,23,7472.47
23422,271,3,2026-09-03,2,516.3
23423,355,5,2025-04-12,16,325.6
23424,235,7,2026-11-03,10,7827.7
23425,188,4,2026-04-08,23,11058.86
23426,155,9,2025-07-05,6,435.06
23427,42,3,2025-08-11,22,270.16
23428,328,1,2026-02-24,25,12281.25
23429,69,9,2026-07-04,21,16425.57
23430,403,3,2025-07-24,5,511.5
23431,330,2,2025-08-25,24,6130.08
23432,139,4,2026-09-21,1,48.21
23433,379,10,2025-12-06,13,8821.8
23434,443,4,2025-03-20,20,4558.0
23435,325,8,2026-03-28,16,6953.6
23436,419,2,2025-12-21,7,7806.26
23437,105,10,2025-11-03,20,2894.8
23438,63,3,2026-10-16,13,8004.1
23439,137,7,2026-10-16,18,6993.72
23440,385,4,2025-11-09,17,16237.04
23441,371,3,2026-10-06,25,25604.0
23442,306,1,2025-05-04,25,5123.0
23443,380,8,2025-06-23,14,2494.94
23444,341,6,2026-10-02,1,71.85
23445,381,3,2025-07-02,7,6969.9
23446,305,4,2025-03-22,17,1806.76
23447,44,2,2026-06-24,3,3691.53
23448,335,4,2025-06-27,20,6267.2
23449,72,3,2025-09-27,24,3052.08
23450,243,5,2026-05-24,5,701.95
23451,282,1,2026-11-16,12,4109.52
23452,6,4,2026-04-13,21,6405.84
23453,95,8,2025-04-17,24,3949.2
23454,51,5,2025-03-27,5,2848.5
23455,175,4,2025-09-05,18,2945.88
23456,345,9,2025-09-11,19,8219.78
23457,433,3,2025-01-14,22,7789.76
23458,161,3,2025-03-27,10,5596.3
23459,234,10,2025-12-12,9,1250.46
23460,416,4,2026-11-03,10,3732.6
23461,275,5,2025-10-27,2,2557.96
23462,37,7,2025-05-11,1,996.56
23463,397,2,2025-08-15,22,1279.96
23464,185,1,2025-12-14,17,7785.15
23465,420,5,2026-02-13,7,1046.64
23466,422,1,2026-03-16,8,7752.72
23467,465,1,2025-07-10,24,4936.32
23468,343,6,2026-09-13,6,4359.12
23469,427,2,2025-07-14,5,3749.45
23470,465,10,2025-06-25,16,3290.88
23471,188,2,2025-10-02,12,5769.84
23472,439,9,2026-05-08,3,34.74
23473,283,9,2025-01-05,16,5549.44
23474,256,4,2026-08-17,10,3248.9
23475,29,1,2026-11-30,20,9341.8
23476,91,6,2026-09-01,9,5260.59
23477,334,1,2025-08-13,4,2255.96
23478,177,7,2025-03-15,9,9082.35
23479,232,3,2025-04-15,11,6798.44
23480,110,7,2026-10-02,10,4686.2
23481,496,5,2026-12-19,18,2735.64
23482,379,7,2025-03-09,4,2714.4
23483,316,1,2025-08-30,7,5959.17
23484,268,4,2025-08-28,18,8186.58
23485,6,2,2026-11-01,20,6100.8
23486,247,5,2025-02-24,21,11775.33
23487,61,1,2025-08-15,12,4739.04
23488,464,6,2026-12-21,2,1411.98
23489,390,5,2026-02-22,25,21638.5
23490,10,3,2026-01-02,8,7982.48
23491,323,10,2026-03-05,2,208.04
23492,364,9,2025-07-20,14,676.06
23493,395,5,2026-06-25,13,12604.41
23494,311,2,2025-03-03,3,407.76
23495,455,9,2025-01-10,10,5254.7
23496,342,6,2026-07-09,1,618.73
23497,191,4,2026-08-26,10,6922.9
23498,385,5,2026-10-08,22,21012.64
23499,425,4,2025-02-28,14,6648.46
23500,409,8,2025-10-09,22,2827.22
23501,381,3,2025-07-05,14,13939.8
23502,499,9,2026-11-22,22,6832.98
23503,8,3,2026-04-18,6,2802.9
23504,441,5,2026-07-07,8,6577.28
23505,430,7,2026-05-07,5,4911.6
23506,314,9,2025-08-16,14,7562.52
23507,451,10,2025-04-14,20,5698.2
23508,329,8,2026-01-19,5,2249.55
23509,138,1,2025-04-15,12,6586.32
23510,9,5,2026-01-12,23,11878.12
23511,474,1,2025-08-27,24,18754.32
23512,192,10,2026-05-26,4,5333.12
23513,474,5,2025-05-18,4,3125.72
23514,72,5,2026-01-09,13,1653.21
23515,340,7,2026-01-04,11,10404.79
23516,45,3,2025-07-25,7,4720.52
23517,385,1,2025-09-26,23,21967.76
23518,10,6,2026-12-23,19,18958.39
23519,101,8,2026-08-15,1,11.85
23520,358,9,2025-08-31,21,19184.55
23521,276,9,2025-02-27,19,8877.18
23522,221,5,2025-07-01,23,3038.76
23523,238,9,2025-10-10,22,3426.5
23524,439,1,2026-08-12,5,57.9
23525,414,2,2025-05-21,1,1080.42
23526,231,8,2026-07-23,10,3224.2
23527,406,5,2026-04-03,22,13514.82
23528,135,8,2025-02-28,21,10525.83
23529,313,1,2025-03-24,16,13610.56
23530,41,8,2025-12-11,3,1370.85
23531,215,9,2025-08-26,20,17724.8
23532,224,2,2025-03-15,2,793.46
23533,394,10,2025-02-06,10,880.9
23534,179,3,2025-12-06,12,4124.88
23535,320,8,2025-11-08,18,13616.82
23536,461,10,2026-04-26,25,2484.25
23537,249,9,2025-12-17,23,26079.01
23538,274,3,2026-06-29,15,2188.95
23539,250,4,2026-02-26,17,5462.78
23540,493,10,2026-09-09,5,237.9
23541,112,2,2026-06-15,5,4442.9
23542,116,3,2025-05-04,2,2084.9
23543,422,4,2026-05-09,7,6783.63
23544,371,9,2025-09-09,4,4096.64
23545,380,9,2025-03-31,16,2851.36
23546,50,9,2025-11-17,5,1465.1
23547,149,4,2026-02-10,2,292.44
23548,238,7,2025-12-14,13,2024.75
23549,302,4,2025-02-28,8,2012.32
23550,32,1,2026-10-20,6,2958.42
23551,120,9,2025-02-16,6,2057.76
23552,316,2,2026-05-31,25,21282.75
23553,105,2,2026-03-24,13,1881.62
23554,208,5,2025-01-07,13,4424.03
23555,2,7,2026-02-01,8,8726.16
23556,366,8,2025-11-15,4,2540.52
23557,464,7,2025-02-13,12,8471.88
23558,158,4,2025-03-21,15,10396.95
23559,286,2,2025-10-02,14,12807.9
23560,180,4,2025-11-05,20,21173.8
23561,217,3,2026-03-24,21,3477.18
23562,499,7,2025-01-10,14,4348.26
23563,47,2,2025-01-25,9,3236.04
23564,39,6,2025-09-04,24,9436.56
23565,82,3,2025-04-19,14,1221.08
23566,335,10,2026-05-20,4,1253.44
23567,68,2,2026-07-04,6,5722.86
23568,75,5,2025-10-02,6,1899.42
23569,105,8,2026-12-30,16,2315.84
23570,490,8,2026-09-21,9,841.5
23571,320,2,2025-07-26,24,18155.76
23572,45,10,2025-01-18,25,16859.0
23573,269,3,2026-11-10,20,6743.4
23574,465,10,2026-05-06,3,617.04
23575,105,9,2026-12-31,2,289.48
23576,358,4,2026-08-28,16,14616.8
23577,253,9,2025-05-16,6,5422.5
23578,458,9,2026-04-14,13,2801.89
23579,303,5,2026-11-05,25,12010.5
23580,446,3,2026-05-29,21,18555.39
23581,95,1,2025-10-21,19,3126.45
23582,36,4,2025-10-06,17,10598.48
23583,20,2,2026-07-01,22,20196.66
23584,205,6,2026-09-17,2,126.2
23585,238,7,2026-03-13,25,3893.75
23586,473,10,2026-03-14,7,1427.02
23587,171,1,2026-09-18,20,7604.4
23588,260,5,2026-02-21,23,2906.28
23589,222,3,2026-03-18,21,5597.97
23590,103,10,2026-04-16,9,5215.5
23591,147,5,2026-06-26,11,940.28
23592,350,6,2025-05-24,15,3297.15
23593,256,3,2026-09-21,7,2274.23
23594,152,8,2025-10-28,15,842.25
23595,349,9,2025-03-01,6,4117.26
23596,119,10,2025-03-05,17,2760.12
23597,264,10,2025-06-14,7,9394.98
23598,192,4,2025-07-23,25,33332.0
23599,197,3,2025-04-03,24,5500.8
23600,280,10,2025-06-13,6,1996.8
23601,323,10,2025-10-13,14,1456.28
23602,398,9,2025-10-01,16,905.44
23603,226,6,2025-12-29,6,5041.44
23604,482,4,2026-04-06,23,9474.62
23605,151,6,2026-05-05,3,900.54
23606,465,6,2026-09-02,25,5142.0
23607,89,4,2026-12-28,5,1242.9
23608,432,5,2026-03-23,6,1903.02
23609,318,7,2025-06-23,14,1260.42
23610,51,6,2025-10-14,15,8545.5
23611,335,8,2025-09-17,21,6580.56
23612,439,2,2025-08-15,19,220.02
23613,31,1,2026-03-08,24,14139.84
23614,19,2,2026-04-30,25,848.75
23615,63,9,2025-09-06,9,5541.3
23616,266,5,2025-02-05,7,2563.26
23617,196,8,2025-07-01,15,9816.6
23618,209,5,2026-04-24,3,127.53
23619,57,6,2025-05-04,1,550.84
23620,184,4,2026-02-11,13,16696.03
23621,253,10,2025-09-15,19,17171.25
23622,368,7,2025-09-24,13,1327.56
23623,125,7,2025-10-08,3,3030.18
23624,373,2,2026-08-08,25,17635.5
23625,77,7,2026-12-18,2,436.46
23626,105,2,2025-08-22,7,1013.18
23627,449,9,2025-11-07,16,8749.76
23628,296,7,2025-03-11,4,3603.76
23629,61,5,2025-08-25,2,789.84
23630,89,7,2026-02-01,20,4971.6
23631,446,4,2025-06-03,8,7068.72
23632,248,9,2026-05-25,3,1032.06
23633,245,3,2025-02-28,19,4662.98
23634,265,6,2025-08-07,16,8579.84
23635,161,10,2025-02-01,13,7275.19
23636,294,2,2026-07-02,12,114.36
23637,191,8,2025-05-30,16,11076.64
23638,208,3,2025-03-09,5,1701.55
23639,131,9,2026-10-04,21,21772.8
23640,359,3,2025-11-09,16,13665.6
23641,430,3,2026-09-05,12,11787.84
23642,205,8,2025-02-09,18,1135.8
23643,447,8,2026-05-02,9,8651.7
23644,9,4,2026-08-20,24,12394.56
23645,487,4,2025-10-24,19,15641.18
23646,144,7,2026-06-11,4,2259.52
23647,83,10,2026-01-08,19,4277.09
23648,385,2,2025-12-01,4,3820.48
23649,484,5,2025-10-12,25,2571.75
23650,411,3,2025-10-21,7,4109.21
23651,222,5,2026-05-02,15,3998.55
23652,197,1,2026-11-11,7,1604.4
23653,409,7,2026-05-17,10,1285.1
23654,108,5,2025-12-04,19,13970.7
23655,403,3,2025-06-01,1,102.3
23656,93,4,2025-11-09,8,5450.96
23657,47,9,2026-11-03,17,6112.52
23658,156,5,2026-01-04,22,7434.02
23659,401,3,2026-07-21,19,4946.84
23660,301,8,2025-11-11,7,1600.48
23661,157,6,2026-05-27,14,7111.02
23662,407,4,2025-07-01,17,5564.27
23663,146,7,2025-09-30,10,6223.2
23664,232,7,2025-07-01,25,15451.0
23665,147,5,2025-11-20,9,769.32
23666,136,2,2026-07-29,7,1804.25
23667,36,1,2025-06-15,18,11221.92
23668,143,3,2026-07-07,6,1623.0
23669,378,8,2025-08-11,10,3034.4
23670,99,1,2026-09-10,25,24490.0
23671,460,8,2025-06-27,14,11660.6
23672,492,5,2026-06-24,19,9533.25
23673,284,9,2026-09-12,7,1635.55
23674,413,3,2025-03-04,8,3229.6
23675,425,4,2025-06-02,5,2374.45
23676,334,10,2025-04-14,19,10715.81
23677,29,10,2026-06-11,19,8874.71
23678,53,4,2025-11-13,13,1485.12
23679,399,4,2026-09-01,11,9804.74
23680,134,9,2026-04-30,18,3223.26
23681,330,8,2025-03-15,7,1787.94
23682,472,3,2025-03-19,4,2650.92
23683,492,3,2025-10-23,15,7526.25
23684,195,10,2025-01-05,18,9322.56
23685,161,2,2025-11-05,14,7834.82
23686,63,8,2026-04-06,9,5541.3
23687,111,1,2026-02-22,7,278.6
23688,381,1,2025-04-23,16,15931.2
23689,182,8,2025-12-31,12,8769.36
23690,82,10,2026-03-30,13,1133.86
23691,275,8,2026-02-01,17,21742.66
23692,468,1,2025-01-26,12,10841.16
23693,403,5,2025-12-05,3,306.9
23694,123,7,2026-08-12,16,4941.44
23695,144,9,2026-07-06,3,1694.64
23696,321,3,2025-11-27,21,8856.96
23697,54,9,2026-07-29,23,12056.83
23698,262,4,2025-08-31,4,2330.32
23699,492,4,2026-03-05,17,8529.75
23700,413,3,2026-05-06,19,7670.3
23701,50,3,2026-09-27,3,879.06
23702,195,8,2025-05-15,1,517.92
23703,294,5,2025-04-26,16,152.48
23704,15,6,2026-11-24,10,216.4
23705,435,7,2026-03-20,6,1897.86
23706,255,9,2025-06-29,19,10706.69
23707,158,10,2026-09-26,2,1386.26
23708,52,3,2026-05-13,17,8246.7
23709,60,7,2026-02-22,22,2357.08
23710,458,8,2025-03-22,23,4957.19
23711,206,9,2026-06-23,21,4873.89
23712,284,5,2025-09-21,18,4205.7
23713,304,7,2026-11-13,6,2067.54
23714,159,4,2026-09-12,24,9268.32
23715,254,1,2026-11-09,20,24077.4
23716,14,3,2026-01-19,9,9380.07
23717,1,7,2026-12-27,18,676.98
23718,428,9,2025-03-20,9,2598.48
23719,379,1,2025-12-26,14,9500.4
23720,18,3,2026-08-18,8,5672.8
23721,102,2,2025-04-01,14,14983.64
23722,443,2,2025-03-13,12,2734.8
23723,389,6,2025-01-26,15,5414.85
23724,438,3,2026-08-20,25,8706.5
23725,24,9,2026-03-17,8,309.76
23726,290,4,2026-11-15,11,2088.68
23727,179,5,2025-03-24,15,5156.1
23728,3,8,2025-01-11,16,6866.88
23729,484,8,2025-02-11,16,1645.92
23730,56,3,2026-12-13,13,15326.87
23731,127,2,2026-01-14,2,1708.04
23732,246,7,2026-03-22,2,667.98
23733,137,4,2025-06-10,24,9324.96
23734,231,6,2025-03-16,2,644.84
23735,139,9,2026-02-26,15,723.15
23736,243,9,2025-02-15,22,3088.58
23737,378,7,2025-10-25,11,3337.84
23738,210,10,2025-09-21,22,7230.08
23739,46,5,2025-03-03,1,635.21
23740,163,8,2026-02-27,2,1531.4
23741,463,4,2026-05-14,17,14715.2
23742,456,7,2026-12-30,3,345.99
23743,95,10,2026-09-14,2,329.1
23744,445,5,2025-09-30,6,649.68
23745,439,4,2025-08-24,4,46.32
23746,247,3,2025-08-10,21,11775.33
23747,95,4,2025-03-25,23,3784.65
23748,77,10,2026-10-20,21,4582.83
23749,355,3,2026-01-08,19,386.65
23750,1,2,2026-05-19,24,902.64
23751,100,5,2026-03-28,16,14214.08
23752,194,4,2026-05-20,18,5831.1
23753,164,7,2026-04-22,25,3833.75
23754,104,5,2025-10-05,4,586.56
23755,5,10,2025-01-16,21,21191.1
23756,29,8,2025-01-14,1,467.09
23757,302,6,2026-06-06,20,5030.8
23758,475,1,2026-02-03,18,5693.76
23759,162,6,2026-10-02,20,1518.8
23760,111,1,2026-08-09,18,716.4
23761,314,8,2026-11-30,10,5401.8
23762,68,4,2026-10-09,23,21937.63
23763,122,5,2025-02-11,11,4763.77
23764,46,8,2025-02-13,15,9528.15
23765,276,6,2025-07-19,13,6073.86
23766,199,7,2026-01-18,16,12283.84
23767,347,6,2026-12-08,23,8970.46
23768,264,9,2026-02-16,11,14763.54
23769,114,10,2025-12-08,15,717.9
23770,98,3,2025-02-07,16,1984.64
23771,398,8,2025-02-23,19,1075.21
23772,461,3,2025-04-16,17,1689.29
23773,421,9,2025-09-05,14,3064.46
23774,129,2,2026-05-19,24,20747.52
23775,363,9,2026-04-17,11,5742.66
23776,279,4,2025-07-24,25,25101.25
23777,47,10,2026-09-10,4,1438.24
23778,457,9,2026-02-01,4,4756.64
23779,176,7,2026-12-27,12,3568.68
23780,72,5,2025-02-10,23,2924.91
23781,371,3,2025-02-11,25,25604.0
23782,313,1,2025-02-15,4,3402.64
23783,493,1,2025-03-06,4,190.32
23784,237,5,2026-03-22,11,2501.95
23785,79,9,2026-06-03,21,11094.93
23786,416,8,2026-11-23,4,1493.04
23787,419,5,2026-05-06,22,24533.96
23788,318,4,2026-12-24,2,180.06
23789,287,6,2025-11-21,13,5299.71
23790,252,10,2025-03-16,16,2904.32
23791,227,1,2025-10-10,15,7429.65
23792,181,7,2026-06-04,24,4123.44
23793,183,2,2026-06-02,21,8917.86
23794,485,6,2025-12-21,15,8694.3
23795,290,3,2025-01-19,19,3607.72
23796,32,4,2026-11-15,10,4930.7
23797,458,10,2025-07-31,4,862.12
23798,474,10,2026-10-29,3,2344.29
23799,274,9,2026-06-18,14,2043.02
23800,457,2,2026-07-29,14,16648.24
23801,197,10,2025-07-30,1,229.2
23802,362,1,2025-06-23,4,1686.0
23803,471,9,2025-10-25,18,10985.22
23804,305,8,2025-12-17,22,2338.16
23805,201,2,2026-10-31,1,451.19
23806,405,3,2026-01-04,15,5450.4
23807,462,4,2025-08-01,19,2634.16
23808,302,10,2026-05-08,13,3270.02
23809,70,6,2026-09-20,11,6963.0
23810,208,8,2026-08-30,22,7486.82
23811,285,8,2026-12-28,21,6047.58
23812,292,9,2026-03-28,6,6262.26
23813,388,10,2026-02-13,23,19593.24
23814,201,5,2026-10-16,10,4511.9
23815,223,6,2026-03-09,4,1783.64
23816,455,3,2025-08-21,21,11034.87
23817,48,2,2025-12-01,12,7721.16
23818,458,6,2026-01-22,24,5172.72
23819,263,3,2026-10-15,23,7127.7
23820,21,8,2026-05-13,6,28.62
23821,25,7,2025-12-26,22,19388.16
23822,199,1,2025-08-14,10,7677.4
23823,268,3,2026-12-08,24,10915.44
23824,29,7,2026-05-22,16,7473.44
23825,49,6,2026-09-07,19,8367.98
23826,471,8,2026-08-29,3,1830.87
23827,189,7,2025-07-31,13,5919.94
23828,207,2,2026-10-16,1,205.49
23829,472,8,2026-06-30,19,12591.87
23830,352,7,2026-08-26,15,1169.4
23831,243,5,2025-07-30,6,842.34
23832,483,7,2025-01-30,3,3745.5
23833,115,10,2026-11-30,16,2125.92
23834,302,7,2026-03-18,8,2012.32
23835,427,6,2026-12-24,19,14247.91
23836,408,6,2026-10-05,2,1762.52
23837,375,5,2025-08-07,9,6480.09
23838,242,2,2025-03-31,2,1045.82
23839,75,9,2025-10-06,14,4431.98
23840,296,9,2025-03-01,14,12613.16
23841,359,4,2026-03-12,7,5978.7
23842,264,3,2026-08-07,16,21474.24
23843,47,9,2026-11-02,12,4314.72
23844,7,6,2025-06-15,19,3408.41
23845,7,4,2025-05-15,17,3049.63
23846,191,1,2025-05-10,17,11768.93
23847,141,10,2025-04-11,20,12611.8
23848,31,3,2026-10-06,20,11783.2
23849,119,5,2026-04-09,3,487.08
23850,99,2,2025-01-20,8,7836.8
23851,470,1,2026-07-26,3,1612.8
23852,127,3,2025-04-20,19,16226.38
23853,232,1,2025-06-03,16,9888.64
23854,327,4,2026-08-20,3,3169.11
23855,143,2,2025-01-13,11,2975.5
23856,393,1,2026-01-17,10,3203.9
23857,84,7,2025-11-27,22,256.08
23858,117,3,2026-11-15,18,3765.06
23859,242,3,2025-11-01,1,522.91
23860,281,5,2025-07-05,8,3355.92
23861,241,9,2025-11-12,7,7578.62
23862,317,1,2026-04-05,16,20385.6
23863,124,4,2025-03-28,21,7551.39
23864,92,10,2026-12-30,7,1566.11
23865,348,5,2026-06-12,17,15919.99
23866,27,1,2025-06-07,10,6905.5
23867,292,2,2026-12-02,18,18786.78
23868,215,8,2025-07-05,25,22156.0
23869,296,1,2026-02-27,9,8108.46
23870,322,5,2025-02-02,10,6802.8
23871,3,10,2025-02-19,16,6866.88
23872,189,10,2025-01-30,15,6830.7
23873,204,8,2026-03-23,8,1149.36
23874,359,2,2026-05-24,11,9395.1
23875,11,1,2025-06-30,22,15952.2
23876,428,9,2025-03-13,13,3753.36
23877,59,1,2026-05-28,6,1371.78
23878,73,6,2025-02-11,6,1014.3
23879,297,2,2026-01-13,25,4647.75
23880,29,9,2026-07-12,12,5605.08
23881,337,8,2025-04-14,5,5485.1
23882,261,10,2025-01-20,14,3032.96
23883,175,9,2025-07-11,20,3273.2
23884,16,1,2025-12-22,25,23058.0
23885,163,2,2025-07-12,14,10719.8
23886,119,2,2025-07-17,10,1623.6
23887,476,3,2026-05-06,14,11656.54
23888,193,7,2026-01-25,10,3611.6
23889,128,5,2025-04-07,22,1783.32
23890,21,9,2026-01-11,19,90.63
23891,194,1,2025-03-04,2,647.9
23892,52,6,2025-02-24,10,4851.0
23893,234,5,2026-04-06,6,833.64
23894,320,2,2026-03-03,12,9077.88
23895,222,8,2026-06-18,17,4531.69
23896,114,8,2026-03-07,4,191.44
23897,12,2,2025-08-28,12,5102.64
23898,230,4,2025-07-14,16,9600.32
23899,489,8,2025-03-21,23,16650.85
23900,129,3,2026-03-24,14,12102.72
23901,77,6,2025-06-29,6,1309.38
23902,188,1,2025-11-23,22,10578.04
23903,435,3,2025-12-27,14,4428.34
23904,234,9,2026-03-15,6,833.64
23905,410,10,2026-10-21,16,3779.84
23906,116,2,2025-12-29,25,26061.25
23907,194,4,2026-07-10,6,1943.7
23908,493,3,2026-08-13,22,1046.76
23909,273,3,2026-02-15,18,5764.68
23910,21,1,2025-03-27,16,76.32
23911,235,3,2026-08-07,6,4696.62
23912,145,2,2025-01-20,12,8840.88
23913,40,7,2026-01-09,24,21449.76
23914,472,10,2026-07-05,2,1325.46
23915,237,7,2026-01-12,7,1592.15
23916,200,7,2025-08-09,3,1294.02
23917,37,5,2025-07-25,15,14948.4
23918,385,9,2025-07-27,6,5730.72
23919,369,6,2026-11-20,18,3840.84
23920,138,5,2026-04-28,1,548.86
23921,458,7,2026-02-19,17,3664.01
23922,363,4,2025-08-15,19,9919.14
23923,314,6,2025-11-13,22,11883.96
23924,294,7,2026-10-22,5,47.65
23925,1,9,2026-08-22,16,601.76
23926,473,7,2026-03-28,25,5096.5
23927,301,10,2026-11-16,12,2743.68
23928,102,10,2026-11-07,19,20334.94
23929,150,6,2025-10-11,12,4241.16
23930,314,9,2025-12-15,3,1620.54
23931,136,10,2025-10-16,24,6186.0
23932,162,10,2025-04-08,11,835.34
23933,405,10,2025-12-06,4,1453.44
23934,485,10,2025-02-04,14,8114.68
23935,246,6,2026-05-16,12,4007.88
23936,100,3,2025-03-05,3,2665.14
23937,271,5,2025-12-01,7,1807.05
23938,122,2,2025-12-17,24,10393.68
23939,114,3,2026-10-27,15,717.9
23940,432,1,2026-09-05,16,5074.72
23941,109,2,2025-03-06,16,1969.44
23942,189,1,2025-12-21,13,5919.94
23943,278,7,2025-06-26,13,352.69
23944,406,3,2025-03-05,16,9828.96
23945,376,3,2026-01-01,21,17042.55
23946,267,6,2025-07-02,21,24978.03
23947,239,8,2026-04-28,10,176.6
23948,85,2,2026-03-19,11,5797.55
23949,146,6,2026-10-09,15,9334.8
23950,463,7,2025-08-17,7,6059.2
23951,252,7,2026-03-09,19,3448.88
23952,234,9,2026-12-12,14,1945.16
23953,407,2,2025-11-02,18,5891.58
23954,397,9,2026-05-29,2,116.36
23955,196,9,2026-02-20,9,5889.96
23956,200,6,2025-01-31,7,3019.38
23957,100,8,2025-05-05,7,6218.66
23958,39,6,2026-01-10,3,1179.57
23959,79,7,2026-11-06,7,3698.31
23960,494,5,2026-07-23,12,11750.64
23961,204,3,2026-04-21,24,3448.08
23962,476,1,2025-10-27,10,8326.1
23963,254,4,2026-09-15,9,10834.83
23964,281,9,2026-09-13,18,7550.82
23965,76,7,2025-03-29,12,8013.48
23966,77,3,2025-03-11,14,3055.22
23967,211,1,2025-06-01,24,6220.8
23968,452,6,2025-01-08,13,11678.55
23969,354,3,2026-04-05,9,3379.68
23970,19,7,2025-12-25,15,509.25
23971,206,4,2026-09-16,24,5570.16
23972,118,7,2025-09-24,3,204.75
23973,314,10,2026-05-08,18,9723.24
23974,80,5,2025-01-23,19,3986.01
23975,383,5,2026-02-14,7,4965.87
23976,478,10,2026-02-23,12,7285.44
23977,308,9,2025-09-14,9,3758.4
23978,452,6,2026-10-10,8,7186.8
23979,476,9,2025-08-29,20,16652.2
23980,205,3,2026-04-29,24,1514.4
23981,96,5,2026-09-19,16,2124.64
23982,27,6,2025-05-14,5,3452.75
23983,18,1,2026-09-16,20,14182.0
23984,21,10,2025-09-17,20,95.4
23985,157,2,2025-02-05,20,10158.6
23986,11,1,2026-10-01,12,8701.2
23987,407,4,2025-03-07,16,5236.96
23988,498,2,2025-02-06,16,19841.28
23989,333,2,2025-07-30,4,2777.56
23990,458,9,2025-01-27,6,1293.18
23991,318,7,2025-01-04,4,360.12
23992,165,1,2025-07-03,12,2606.4
23993,144,9,2026-01-11,17,9602.96
23994,103,7,2026-09-16,18,10431.0
23995,176,7,2025-01-02,19,5650.41
23996,400,5,2026-11-25,1,288.98
23997,61,10,2026-02-04,3,1184.76
23998,97,7,2025-02-04,6,3531.06
23999,102,1,2025-12-28,21,22475.46
24000,132,5,2026-07-03,12,4023.48
24001,87,4,2026-05-05,11,12134.76
24002,468,1,2026-08-18,12,10841.16
24003,103,7,2025-02-06,24,13908.0
24004,90,7,2026-09-28,10,8489.3
24005,206,10,2026-08-19,15,3481.35
24006,39,7,2025-12-11,6,2359.14
24007,476,7,2026-12-21,11,9158.71
24008,270,3,2026-07-08,9,2489.13
24009,461,9,2026-08-28,10,993.7
24010,416,7,2026-01-07,22,8211.72
24011,121,1,2025-11-07,24,14384.16
24012,18,5,2026-07-25,6,4254.6
24013,349,9,2026-06-23,17,11665.57
24014,358,2,2025-09-03,20,18271.0
24015,1,6,2025-12-24,13,488.93
24016,275,1,2026-03-09,22,28137.56
24017,180,10,2026-08-28,11,11645.59
24018,497,3,2025-06-03,9,5238.72
24019,354,1,2026-06-16,9,3379.68
24020,164,3,2026-05-07,2,306.7
24021,33,4,2026-06-01,23,11235.04
24022,383,9,2026-10-04,16,11350.56
24023,256,5,2026-09-07,8,2599.12
24024,327,2,2026-06-10,11,11620.07
24025,383,7,2026-08-15,11,7803.51
24026,65,6,2026-04-01,25,2781.75
24027,436,9,2025-02-22,15,7822.05
24028,284,9,2025-05-01,3,700.95
