inventory_id,product_id,warehouse_id,stock_on_hand,last_updated
930,70,2,724,2026-01-15
931,241,10,542,2026-01-15
932,308,5,33,2026-01-15
933,272,8,925,2026-01-15
934,262,4,809,2026-01-15
935,71,7,362,2026-01-15
936,268,5,718,2026-01-15
937,360,5,589,2026-01-15
938,497,3,661,2026-01-15
939,327,9,813,2026-01-15
940,183,10,732,2026-01-15
941,67,4,278,2026-01-15
942,331,7,304,2026-01-15
943,135,8,120,2026-01-15
944,340,9,704,2026-01-15
945,358,9,862,2026-01-15
946,353,9,518,2026-01-15
947,285,9,144,2026-01-15
948,292,7,949,2026-01-15
949,205,8,512,2026-01-15
950,325,4,600,2026-01-15
951,342,3,627,2026-01-15
952,235,10,310,2026-01-15
953,11,8,647,2026-01-15
954,410,6,988,2026-01-15
955,331,10,287,2026-01-15
956,500,8,918,2026-01-15
957,151,6,519,2026-01-15
958,415,3,851,2026-01-15
959,462,8,8,2026-01-15
960,477,2,851,2026-01-15
961,289,2,614,2026-01-15
962,104,8,139,2026-01-15
963,403,5,954,2026-01-15
964,426,1,854,2026-01-15
965,25,6,103,2026-01-15
966,79,9,790,2026-01-15
967,85,7,263,2026-01-15
968,96,6,951,2026-01-15
969,7,3,127,2026-01-15
970,94,6,367,2026-01-15
971,329,10,121,2026-01-15
972,440,8,742,2026-01-15
973,398,10,876,2026-01-15
974,126,8,500,2026-01-15
975,46,5,160,2026-01-15
976,486,6,753,2026-01-15
977,371,1,484,2026-01-15
978,51,6,714,2026-01-15
979,76,1,260,2026-01-15
980,185,8,804,2026-01-15
981,342,3,556,2026-01-15
982,322,6,778,2026-01-15
983,263,8,576,2026-01-15
984,319,3,239,2026-01-15
985,365,5,210,2026-01-15
986,142,4,98,2026-01-15
987,56,3,527,2026-01-15
988,136,8,98,2026-01-15
989,289,5,76,2026-01-15
990,364,5,83,2026-01-15
991,225,8,347,2026-01-15
992,131,4,3,2026-01-15
993,424,2,933,2026-01-15
994,393,7,760,2026-01-15
995,282,6,619,2026-01-15
996,360,3,475,2026-01-15
997,135,6,484,2026-01-15
998,466,1,984,2026-01-15
999,345,2,992,2026-01-15
1000,29,9,114,2026-01-15
1001,388,5,82,2026-01-15
1002,307,8,992,2026-01-15
1003,437,8,640,2026-01-15
1004,158,1,218,2026-01-15
1005,12,4,857,2026-01-15
1006,220,2,492,2026-01-15
1007,408,4,392,2026-01-15
1008,414,4,893,2026-01-15
1009,352,5,739,2026-01-15
1010,423,5,659,2026-01-15
1011,218,1,852,2026-01-15
1012,469,2,343,2026-01-15
1013,36,2,388,2026-01-15
1014,225,3,180,2026-01-15
1015,429,3,575,2026-01-15
1016,142,4,605,2026-01-15
1017,261,2,377,2026-01-15
1018,470,2,171,2026-01-15
1019,95,3,902,2026-01-15
1020,378,3,372,2026-01-15
1021,221,10,664,2026-01-15
1022,269,10,670,2026-01-15
1023,259,7,621,2026-01-15
1024,464,6,610,2026-01-15
1025,28,10,601,2026-01-15
1026,97,4,15,2026-01-15
1027,299,9,486,2026-01-15
1028,461,1,934,2026-01-15
1029,218,9,798,2026-01-15
1030,19,7,994,2026-01-15
1031,483,6,144,2026-01-15
1032,132,7,354,2026-01-15
1033,466,5,639,2026-01-15
1034,95,4,331,2026-01-15
1035,226,3,909,2026-01-15
1036,365,4,820,2026-01-15
1037,358,3,168,2026-01-15
1038,14,10,248,2026-01-15
1039,491,4,144,2026-01-15
1040,12,10,786,2026-01-15
1041,43,8,979,2026-01-15
1042,304,8,807,2026-01-15
1043,9,2,932,2026-01-15
1044,387,4,741,2026-01-15
1045,427,5,219,2026-01-15
1046,23,9,142,2026-01-15
1047,22,3,166,2026-01-15
1048,73,7,427,2026-01-15
1049,397,4,894,2026-01-15
1050,323,7,466,2026-01-15
1051,64,2,56,2026-01-15
1052,352,4,584,2026-01-15
1053,389,4,395,2026-01-15
1054,439,3,610,2026-01-15
1055,12,9,586,2026-01-15
1056,470,8,793,2026-01-15
1057,73,5,910,2026-01-15
1058,296,10,210,2026-01-15
1059,170,6,868,2026-01-15
1060,476,6,349,2026-01-15
1061,94,2,446,2026-01-15
1062,209,1,955,2026-01-15
1063,396,10,792,2026-01-15
1064,81,8,8,2026-01-15
1065,473,1,20,2026-01-15
1066,408,2,772,2026-01-15
1067,388,8,676,2026-01-15
1068,64,2,833,2026-01-15
1069,173,7,401,2026-01-15
1070,318,6,251,2026-01-15
1071,77,5,966,2026-01-15
1072,68,4,901,2026-01-15
1073,152,7,809,2026-01-15
1074,384,2,147,2026-01-15
1075,360,6,751,2026-01-15
1076,364,2,517,2026-01-15
1077,137,5,80,2026-01-15
1078,172,1,592,2026-01-15
1079,313,6,415,2026-01-15
1080,383,3,372,2026-01-15
1081,32,7,102,2026-01-15
1082,83,1,867,2026-01-15
1083,354,10,346,2026-01-15
1084,256,1,67,2026-01-15
1085,325,8,1000,2026-01-15
1086,176,9,59,2026-01-15
1087,124,10,966,2026-01-15
1088,299,4,744,2026-01-15
1089,60,5,209,2026-01-15
1090,129,6,403,2026-01-15
1091,219,10,640,2026-01-15
1092,247,9,368,2026-01-15
1093,357,8,171,2026-01-15
1094,250,10,689,2026-01-15
1095,61,10,367,2026-01-15
1096,183,4,684,2026-01-15
1097,459,9,106,2026-01-15
1098,353,6,299,2026-01-15
1099,488,6,393,2026-01-15
1100,304,8,515,2026-01-15
1101,164,1,336,2026-01-15
1102,428,8,975,2026-01-15
1103,269,8,17,2026-01-15
1104,80,1,706,2026-01-15
1105,123,7,240,2026-01-15
1106,313,9,699,2026-01-15
1107,327,4,902,2026-01-15
1108,35,7,719,2026-01-15
1109,272,5,121,2026-01-15
1110,8,3,209,2026-01-15
1111,25,5,324,2026-01-15
1112,429,7,425,2026-01-15
1113,159,9,10,2026-01-15
1114,482,8,913,2026-01-15
1115,142,7,422,2026-01-15
1116,391,7,211,2026-01-15
1117,30,1,946,2026-01-15
1118,54,6,715,2026-01-15
1119,19,8,715,2026-01-15
1120,123,5,278,2026-01-15
1121,279,4,452,2026-01-15
1122,3,6,982,2026-01-15
1123,206,1,649,2026-01-15
1124,186,8,968,2026-01-15
1125,500,4,903,2026-01-15
1126,493,9,514,2026-01-15
1127,192,5,473,2026-01-15
1128,98,10,293,2026-01-15
1129,172,9,579,2026-01-15
1130,292,9,309,2026-01-15
1131,126,8,204,2026-01-15
1132,121,10,490,2026-01-15
1133,373,4,168,2026-01-15
1134,45,5,437,2026-01-15
1135,446,4,862,2026-01-15
1136,351,1,6,2026-01-15
1137,40,6,869,2026-01-15
1138,498,8,615,2026-01-15
1139,492,3,150,2026-01-15
1140,267,10,772,2026-01-15
1141,170,6,715,2026-01-15
1142,45,2,508,2026-01-15
1143,449,7,893,2026-01-15
1144,357,7,665,2026-01-15
1145,202,2,488,2026-01-15
1146,294,1,909,2026-01-15
1147,387,7,350,2026-01-15
1148,378,3,712,2026-01-15
1149,38,4,449,2026-01-15
1150,20,10,912,2026-01-15
1151,492,1,511,2026-01-15
1152,469,9,510,2026-01-15
1153,30,8,366,2026-01-15
1154,297,6,976,2026-01-15
1155,15,8,924,2026-01-15
1156,125,9,157,2026-01-15
1157,213,2,860,2026-01-15
1158,59,10,752,2026-01-15
1159,351,4,692,2026-01-15
1160,333,3,978,2026-01-15
1161,142,6,768,2026-01-15
1162,407,1,252,2026-01-15
1163,79,2,345,2026-01-15
1164,430,1,548,2026-01-15
1165,103,8,621,2026-01-15
1166,405,9,812,2026-01-15
1167,421,1,135,2026-01-15
1168,250,5,849,2026-01-15
1169,442,8,305,2026-01-15
1170,242,5,750,2026-01-15
1171,412,7,480,2026-01-15
1172,138,10,989,2026-01-15
1173,452,10,897,2026-01-15
1174,379,1,236,2026-01-15
1175,149,3,631,2026-01-15
1176,62,9,575,2026-01-15
1177,113,4,213,2026-01-15
1178,214,1,115,2026-01-15
1179,478,4,498,2026-01-15
1180,206,7,753,2026-01-15
1181,268,7,269,2026-01-15
1182,63,4,634,2026-01-15
1183,334,2,569,2026-01-15
1184,16,9,827,2026-01-15
1185,201,7,69,2026-01-15
1186,130,3,527,2026-01-15
1187,479,9,762,2026-01-15
1188,181,3,848,2026-01-15
1189,445,3,957,2026-01-15
1190,360,6,997,2026-01-15
1191,279,10,603,2026-01-15
1192,86,10,935,2026-01-15
1193,160,5,450,2026-01-15
1194,321,4,661,2026-01-15
1195,201,5,868,2026-01-15
1196,448,9,996,2026-01-15
1197,121,5,904,2026-01-15
1198,81,8,383,2026-01-15
1199,371,10,604,2026-01-15
1200,447,2,501,2026-01-15
1201,82,1,752,2026-01-15
1202,209,2,1000,2026-01-15
1203,476,1,292,2026-01-15
1204,25,3,215,2026-01-15
1205,161,1,200,2026-01-15
1206,277,2,947,2026-01-15
1207,478,7,238,2026-01-15
1208,395,2,816,2026-01-15
1209,493,2,807,2026-01-15
1210,54,8,715,2026-01-15
1211,120,7,657,2026-01-15
1212,64,3,335,2026-01-15
1213,195,6,786,2026-01-15
1214,337,3,542,2026-01-15
1215,315,6,263,2026-01-15
1216,189,4,473,2026-01-15
1217,248,7,874,2026-01-15
1218,40,1,717,2026-01-15
1219,113,6,779,2026-01-15
1220,475,4,126,2026-01-15
1221,337,1,627,2026-01-15
1222,118,3,635,2026-01-15
1223,166,4,672,2026-01-15
1224,64,10,580,2026-01-15
1225,405,3,309,2026-01-15
1226,4,4,660,2026-01-15
1227,269,3,185,2026-01-15
1228,346,10,176,2026-01-15
1229,167,1,731,2026-01-15
1230,435,7,972,2026-01-15
1231,394,1,958,2026-01-15
1232,388,7,401,2026-01-15
1233,447,5,951,2026-01-15
1234,367,4,236,2026-01-15
1235,437,2,65,2026-01-15
1236,334,8,320,2026-01-15
1237,70,6,219,2026-01-15
1238,418,9,49,2026-01-15
1239,223,8,28,2026-01-15
1240,379,6,249,2026-01-15
1241,34,1,830,2026-01-15
1242,360,2,824,2026-01-15
1243,275,4,845,2026-01-15
1244,133,9,211,2026-01-15
1245,449,9,362,2026-01-15
1246,67,1,582,2026-01-15
1247,402,3,136,2026-01-15
1248,233,8,126,2026-01-15
1249,423,2,933,2026-01-15
1250,183,1,11,2026-01-15
1251,408,5,660,2026-01-15
1252,15,10,556,2026-01-15
1253,337,10,263,2026-01-15
1254,125,10,1,2026-01-15
1255,188,6,300,2026-01-15
1256,113,9,815,2026-01-15
1257,219,9,533,2026-01-15
1258,464,4,674,2026-01-15
1259,133,3,147,2026-01-15
1260,59,5,478,2026-01-15
1261,476,3,462,2026-01-15
1262,238,4,823,2026-01-15
1263,119,8,770,2026-01-15
1264,289,10,912,2026-01-15
1265,337,10,607,2026-01-15
1266,139,10,62,2026-01-15
1267,398,3,253,2026-01-15
1268,83,1,750,2026-01-15
1269,343,9,701,2026-01-15
1270,468,4,877,2026-01-15
1271,116,9,673,2026-01-15
1272,160,3,780,2026-01-15
1273,236,5,378,2026-01-15
1274,274,7,772,2026-01-15
1275,395,1,669,2026-01-15
1276,338,1,300,2026-01-15
1277,194,8,211,2026-01-15
1278,402,10,303,2026-01-15
1279,492,6,599,2026-01-15
1280,141,10,189,2026-01-15
1281,499,5,842,2026-01-15
1282,362,1,756,2026-01-15
1283,415,8,212,2026-01-15
1284,64,2,956,2026-01-15
1285,405,10,101,2026-01-15
1286,265,9,920,2026-01-15
1287,477,3,730,2026-01-15
1288,87,3,25,2026-01-15
1289,95,2,375,2026-01-15
1290,120,4,834,2026-01-15
1291,142,8,217,2026-01-15
1292,246,2,948,2026-01-15
1293,345,9,804,2026-01-15
1294,91,1,891,2026-01-15
1295,250,6,544,2026-01-15
1296,486,1,302,2026-01-15
1297,405,9,231,2026-01-15
1298,85,6,619,2026-01-15
1299,303,9,479,2026-01-15
1300,171,3,851,2026-01-15
1301,328,3,307,2026-01-15
1302,108,5,833,2026-01-15
1303,138,7,477,2026-01-15
1304,38,9,813,2026-01-15
1305,356,8,738,2026-01-15
1306,310,8,109,2026-01-15
1307,301,10,68,2026-01-15
1308,98,10,537,2026-01-15
1309,273,9,788,2026-01-15
1310,287,5,719,2026-01-15
1311,262,10,138,2026-01-15
1312,436,2,494,2026-01-15
1313,359,9,272,2026-01-15
1314,295,10,499,2026-01-15
1315,44,4,578,2026-01-15
1316,337,1,316,2026-01-15
1317,125,9,185,2026-01-15
1318,33,1,755,2026-01-15
1319,450,7,308,2026-01-15
1320,181,1,88,2026-01-15
1321,346,1,536,2026-01-15
1322,478,10,260,2026-01-15
1323,223,5,486,2026-01-15
1324,369,6,784,2026-01-15
1325,288,2,328,2026-01-15
1326,134,4,296,2026-01-15
1327,214,2,794,2026-01-15
1328,226,1,757,2026-01-15
1329,294,3,218,2026-01-15
1330,204,10,39,2026-01-15
1331,242,6,590,2026-01-15
1332,357,1,981,2026-01-15
1333,204,7,407,2026-01-15
1334,294,5,320,2026-01-15
1335,80,1,946,2026-01-15
1336,1,10,284,2026-01-15
1337,342,1,894,2026-01-15
1338,350,8,470,2026-01-15
1339,383,5,335,2026-01-15
1340,183,8,539,2026-01-15
1341,344,2,898,2026-01-15
1342,251,8,287,2026-01-15
1343,410,9,616,2026-01-15
1344,166,4,856,2026-01-15
1345,428,6,222,2026-01-15
1346,153,1,662,2026-01-15
1347,223,10,587,2026-01-15
1348,95,6,551,2026-01-15
1349,377,10,597,2026-01-15
1350,44,9,47,2026-01-15
1351,241,5,787,2026-01-15
1352,15,5,737,2026-01-15
1353,162,6,934,2026-01-15
1354,129,9,775,2026-01-15
1355,434,2,502,2026-01-15
1356,361,9,216,2026-01-15
1357,308,9,307,2026-01-15
1358,316,3,586,2026-01-15
1359,102,10,143,2026-01-15
1360,120,5,743,2026-01-15
1361,107,7,525,2026-01-15
1362,293,4,625,2026-01-15
1363,45,4,342,2026-01-15
1364,168,4,827,2026-01-15
1365,486,9,825,2026-01-15
1366,498,5,413,2026-01-15
1367,294,2,433,2026-01-15
1368,117,6,901,2026-01-15
1369,451,8,228,2026-01-15
1370,404,5,839,2026-01-15
1371,10,4,523,2026-01-15
1372,394,3,930,2026-01-15
1373,176,1,719,2026-01-15
1374,255,3,592,2026-01-15
1375,196,10,862,2026-01-15
1376,339,4,608,2026-01-15
1377,331,3,206,2026-01-15
1378,143,4,463,2026-01-15
1379,438,6,173,2026-01-15
1380,479,10,572,2026-01-15
1381,184,8,475,2026-01-15
1382,239,1,927,2026-01-15
1383,297,5,953,2026-01-15
1384,496,4,425,2026-01-15
1385,487,2,606,2026-01-15
1386,135,9,211,2026-01-15
1387,251,5,426,2026-01-15
1388,418,7,43,2026-01-15
1389,281,5,54,2026-01-15
1390,45,5,743,2026-01-15
1391,358,6,145,2026-01-15
1392,476,1,517,2026-01-15
1393,182,9,426,2026-01-15
1394,410,2,141,2026-01-15
1395,459,6,4,2026-01-15
1396,327,1,736,2026-01-15
1397,316,9,139,2026-01-15
1398,371,1,647,2026-01-15
1399,118,9,785,2026-01-15
1400,192,10,743,2026-01-15
1401,295,10,482,2026-01-15
1402,52,10,805,2026-01-15
1403,171,1,260,2026-01-15
1404,404,3,991,2026-01-15
1405,63,5,731,2026-01-15
1406,454,4,666,2026-01-15
1407,196,4,964,2026-01-15
1408,356,7,688,2026-01-15
1409,446,10,807,2026-01-15
1410,356,6,165,2026-01-15
1411,354,3,920,2026-01-15
1412,76,4,764,2026-01-15
1413,17,8,737,2026-01-15
1414,415,6,791,2026-01-15
1415,246,6,482,2026-01-15
1416,205,1,215,2026-01-15
1417,249,2,261,2026-01-15
1418,151,10,170,2026-01-15
1419,143,6,639,2026-01-15
1420,163,7,840,2026-01-15
1421,199,8,272,2026-01-15
1422,315,2,490,2026-01-15
1423,93,1,622,2026-01-15
1424,227,6,704,2026-01-15
1425,225,8,660,2026-01-15
1426,464,3,67,2026-01-15
1427,419,6,642,2026-01-15
1428,210,2,726,2026-01-15
1429,243,6,660,2026-01-15
1430,163,3,138,2026-01-15
1431,281,6,711,2026-01-15
1432,146,9,112,2026-01-15
1433,45,1,130,2026-01-15
1434,118,6,368,2026-01-15
1435,282,8,971,2026-01-15
1436,38,4,709,2026-01-15
1437,162,10,646,2026-01-15
1438,110,2,849,2026-01-15
1439,257,2,590,2026-01-15
1440,68,1,19,2026-01-15
1441,325,1,191,2026-01-15
1442,1,6,434,2026-01-15
1443,369,9,192,2026-01-15
1444,203,5,589,2026-01-15
1445,304,2,846,2026-01-15
1446,26,10,413,2026-01-15
1447,447,8,339,2026-01-15
1448,43,2,460,2026-01-15
1449,348,6,872,2026-01-15
1450,105,6,766,2026-01-15
1451,119,4,935,2026-01-15
1452,394,8,51,2026-01-15
1453,321,3,381,2026-01-15
1454,165,4,926,2026-01-15
1455,328,5,674,2026-01-15
1456,161,1,32,2026-01-15
1457,495,2,456,2026-01-15
1458,439,2,712,2026-01-15
1459,404,9,258,2026-01-15
1460,56,8,59,2026-01-15
1461,194,4,796,2026-01-15
1462,48,10,108,2026-01-15
1463,443,4,832,2026-01-15
1464,263,7,682,2026-01-15
1465,257,8,942,2026-01-15
1466,396,8,572,2026-01-15
1467,57,2,735,2026-01-15
1468,277,4,542,2026-01-15
1469,57,7,288,2026-01-15
1470,12,7,447,2026-01-15
1471,295,6,568,2026-01-15
1472,120,3,823,2026-01-15
1473,334,10,543,2026-01-15
1474,197,2,449,2026-01-15
1475,367,9,486,2026-01-15
1476,29,4,250,2026-01-15
1477,487,5,908,2026-01-15
1478,44,2,698,2026-01-15
1479,394,5,474,2026-01-15
1480,168,2,515,2026-01-15
1481,22,7,346,2026-01-15
1482,28,10,859,2026-01-15
1483,348,9,614,2026-01-15
1484,444,7,773,2026-01-15
1485,310,3,951,2026-01-15
1486,316,9,400,2026-01-15
1487,336,5,972,2026-01-15
1488,89,10,589,2026-01-15
1489,35,3,887,2026-01-15
1490,128,7,787,2026-01-15
1491,220,1,729,2026-01-15
1492,324,4,363,2026-01-15
1493,489,9,963,2026-01-15
1494,161,7,551,2026-01-15
1495,497,10,835,2026-01-15
1496,277,8,79,2026-01-15
1497,474,3,308,2026-01-15
1498,339,1,579,2026-01-15
1499,349,3,765,2026-01-15
1500,193,1,797,2026-01-15
1501,325,10,899,2026-01-15
1502,414,2,344,2026-01-15
1503,206,10,611,2026-01-15
1504,423,6,995,2026-01-15
1505,364,8,866,2026-01-15
1506,131,8,12,2026-01-15
1507,133,2,284,2026-01-15
1508,188,8,851,2026-01-15
1509,315,1,104,2026-01-15
1510,497,4,88,2026-01-15
1511,79,9,258,2026-01-15
1512,158,3,950,2026-01-15
1513,254,1,767,2026-01-15
1514,413,7,385,2026-01-15
1515,223,8,757,2026-01-15
1516,240,3,403,2026-01-15
1517,21,9,984,2026-01-15
1518,475,3,60,2026-01-15
1519,379,3,756,2026-01-15
1520,40,3,660,2026-01-15
1521,94,10,398,2026-01-15
1522,74,5,763,2026-01-15
1523,57,10,873,2026-01-15
1524,299,10,762,2026-01-15
1525,46,5,267,2026-01-15
1526,315,4,40,2026-01-15
1527,442,6,303,2026-01-15
1528,449,3,899,2026-01-15
1529,443,5,339,2026-01-15
1530,468,2,179,2026-01-15
1531,49,2,750,2026-01-15
1532,462,10,850,2026-01-15
1533,363,7,635,2026-01-15
1534,95,6,580,2026-01-15
1535,136,7,499,2026-01-15
1536,238,7,53,2026-01-15
1537,244,6,414,2026-01-15
1538,495,1,36,2026-01-15
1539,449,3,761,2026-01-15
1540,421,4,885,2026-01-15
1541,497,3,440,2026-01-15
1542,405,10,73,2026-01-15
1543,96,5,678,2026-01-15
1544,465,5,699,2026-01-15
1545,240,10,105,2026-01-15
1546,240,10,903,2026-01-15
1547,428,6,602,2026-01-15
1548,205,8,260,2026-01-15
1549,339,2,5,2026-01-15
1550,2,4,915,2026-01-15
1551,21,9,997,2026-01-15
1552,76,2,710,2026-01-15
1553,349,4,593,2026-01-15
1554,348,5,484,2026-01-15
1555,438,5,384,2026-01-15
1556,328,4,794,2026-01-15
1557,361,4,230,2026-01-15
1558,486,7,19,2026-01-15
1559,238,10,601,2026-01-15
1560,448,8,788,2026-01-15
1561,396,6,362,2026-01-15
1562,207,3,474,2026-01-15
1563,269,7,712,2026-01-15
1564,204,5,151,2026-01-15
1565,304,7,906,2026-01-15
1566,72,6,799,2026-01-15
1567,475,8,943,2026-01-15
1568,482,6,834,2026-01-15
1569,200,10,799,2026-01-15
1570,1,5,44,2026-01-15
1571,447,3,150,2026-01-15
1572,310,7,946,2026-01-15
1573,444,7,753,2026-01-15
1574,309,9,870,2026-01-15
1575,341,3,830,2026-01-15
1576,292,2,589,2026-01-15
1577,421,1,730,2026-01-15
1578,64,7,28,2026-01-15
1579,206,2,151,2026-01-15
1580,304,10,400,2026-01-15
1581,197,1,724,2026-01-15
1582,112,1,537,2026-01-15
1583,267,2,741,2026-01-15
1584,48,2,871,2026-01-15
1585,78,10,815,2026-01-15
1586,267,2,679,2026-01-15
1587,367,6,853,2026-01-15
1588,240,6,524,2026-01-15
1589,477,1,162,2026-01-15
1590,306,9,72,2026-01-15
1591,200,3,343,2026-01-15
1592,333,6,387,2026-01-15
1593,59,5,102,2026-01-15
1594,135,1,673,2026-01-15
1595,150,9,470,2026-01-15
1596,104,2,938,2026-01-15
1597,238,5,700,2026-01-15
1598,429,9,403,2026-01-15
1599,396,9,277,2026-01-15
1600,349,8,323,2026-01-15
1601,432,6,14,2026-01-15
1602,358,6,328,2026-01-15
1603,423,4,30,2026-01-15
1604,143,2,730,2026-01-15
1605,354,6,360,2026-01-15
1606,499,8,76,2026-01-15
1607,279,9,712,2026-01-15
1608,116,2,662,2026-01-15
1609,324,3,700,2026-01-15
1610,471,8,52,2026-01-15
1611,380,10,275,2026-01-15
1612,388,9,553,2026-01-15
1613,80,4,894,2026-01-15
1614,497,4,969,2026-01-15
1615,415,6,355,2026-01-15
1616,172,1,575,2026-01-15
1617,316,6,952,2026-01-15
1618,401,7,67,2026-01-15
1619,23,5,981,2026-01-15
1620,343,4,521,2026-01-15
1621,346,4,60,2026-01-15
1622,130,9,929,2026-01-15
1623,237,2,125,2026-01-15
1624,500,2,293,2026-01-15
1625,238,8,96,2026-01-15
1626,337,1,562,2026-01-15
1627,353,8,816,2026-01-15
1628,383,2,650,2026-01-15
1629,170,1,620,2026-01-15
1630,129,8,917,2026-01-15
1631,500,4,49,2026-01-15
1632,394,10,815,2026-01-15
1633,471,2,265,2026-01-15
1634,71,5,943,2026-01-15
1635,153,7,651,2026-01-15
1636,331,9,103,2026-01-15
1637,2,7,101,2026-01-15
1638,412,5,273,2026-01-15
1639,65,10,220,2026-01-15
1640,293,7,354,2026-01-15
1641,98,6,15,2026-01-15
1642,498,2,752,2026-01-15
1643,243,9,288,2026-01-15
1644,16,9,131,2026-01-15
1645,500,2,160,2026-01-15
1646,184,5,675,2026-01-15
1647,134,7,941,2026-01-15
1648,100,8,326,2026-01-15
1649,60,10,693,2026-01-15
1650,316,5,883,2026-01-15
1651,372,4,590,2026-01-15
1652,44,2,102,2026-01-15
1653,185,10,495,2026-01-15
1654,478,9,406,2026-01-15
1655,490,9,256,2026-01-15
1656,129,6,413,2026-01-15
1657,225,4,260,2026-01-15
1658,3,1,240,2026-01-15
1659,284,9,495,2026-01-15
1660,335,8,330,2026-01-15
1661,356,9,132,2026-01-15
1662,437,1,122,2026-01-15
1663,340,5,799,2026-01-15
1664,70,10,915,2026-01-15
1665,287,5,629,2026-01-15
1666,292,7,106,2026-01-15
1667,478,7,493,2026-01-15
1668,440,7,539,2026-01-15
1669,248,5,717,2026-01-15
1670,186,7,135,2026-01-15
1671,350,8,931,2026-01-15
1672,236,5,704,2026-01-15
1673,319,5,753,2026-01-15
1674,293,3,728,2026-01-15
1675,110,7,514,2026-01-15
1676,257,1,5,2026-01-15
1677,493,8,348,2026-01-15
1678,354,10,600,2026-01-15
1679,48,6,576,2026-01-15
1680,60,9,682,2026-01-15
1681,162,7,662,2026-01-15
1682,326,10,20,2026-01-15
1683,100,1,4,2026-01-15
1684,182,5,258,2026-01-15
1685,478,8,165,2026-01-15
1686,102,8,179,2026-01-15
1687,325,3,18,2026-01-15
1688,460,1,250,2026-01-15
1689,474,2,216,2026-01-15
1690,94,10,199,2026-01-15
1691,293,5,211,2026-01-15
1692,2,1,374,2026-01-15
1693,53,8,636,2026-01-15
1694,177,2,989,2026-01-15
1695,124,9,645,2026-01-15
1696,286,9,610,2026-01-15
1697,148,5,701,2026-01-15
1698,229,10,762,2026-01-15
1699,242,10,776,2026-01-15
1700,35,6,427,2026-01-15
1701,385,10,282,2026-01-15
1702,265,10,61,2026-01-15
1703,211,5,768,2026-01-15
1704,32,5,85,2026-01-15
1705,70,2,242,2026-01-15
1706,3,5,489,2026-01-15
1707,361,8,52,2026-01-15
1708,228,1,910,2026-01-15
1709,226,5,660,2026-01-15
1710,258,3,66,2026-01-15
1711,161,8,604,2026-01-15
1712,161,4,455,2026-01-15
1713,412,1,151,2026-01-15
1714,410,8,695,2026-01-15
1715,115,8,271,2026-01-15
1716,165,6,954,2026-01-15
1717,305,9,978,2026-01-15
1718,356,8,991,2026-01-15
1719,244,7,293,2026-01-15
1720,449,3,413,2026-01-15
1721,450,7,792,2026-01-15
1722,237,10,360,2026-01-15
1723,46,5,152,2026-01-15
1724,80,1,636,2026-01-15
1725,271,10,533,2026-01-15
1726,289,10,96,2026-01-15
1727,130,1,332,2026-01-15
1728,268,5,499,2026-01-15
1729,250,10,43,2026-01-15
1730,110,1,333,2026-01-15
1731,289,9,714,2026-01-15
1732,460,10,141,2026-01-15
1733,286,6,865,2026-01-15
1734,445,10,171,2026-01-15
1735,82,4,889,2026-01-15
1736,416,7,996,2026-01-15
1737,238,1,338,2026-01-15
1738,13,10,1000,2026-01-15
1739,346,6,410,2026-01-15
1740,122,8,331,2026-01-15
1741,405,1,464,2026-01-15
1742,223,5,945,2026-01-15
1743,4,5,499,2026-01-15
1744,152,9,955,2026-01-15
1745,376,6,511,2026-01-15
1746,4,2,792,2026-01-15
1747,346,10,64,2026-01-15
1748,138,2,259,2026-01-15
1749,213,4,890,2026-01-15
1750,127,2,886,2026-01-15
1751,177,10,578,2026-01-15
1752,8,10,736,2026-01-15
1753,107,1,104,2026-01-15
1754,7,10,648,2026-01-15
1755,270,7,14,2026-01-15
1756,71,7,592,2026-01-15
1757,455,4,496,2026-01-15
1758,377,1,103,2026-01-15
1759,209,10,508,2026-01-15
1760,255,8,566,2026-01-15
1761,92,10,61,2026-01-15
1762,31,5,319,2026-01-15
1763,495,9,658,2026-01-15
1764,210,7,269,2026-01-15
1765,76,8,876,2026-01-15
1766,178,2,352,2026-01-15
1767,131,2,281,2026-01-15
1768,125,10,921,2026-01-15
1769,464,4,982,2026-01-15
1770,378,10,595,2026-01-15
1771,85,5,266,2026-01-15
1772,486,10,779,2026-01-15
1773,233,1,213,2026-01-15
1774,414,10,207,2026-01-15
1775,148,6,883,2026-01-15
1776,104,9,609,2026-01-15
1777,381,1,428,2026-01-15
1778,47,3,856,2026-01-15
1779,260,4,541,2026-01-15
1780,348,7,630,2026-01-15
1781,419,4,905,2026-01-15
1782,291,7,79,2026-01-15
1783,81,2,937,2026-01-15
1784,334,6,542,2026-01-15
1785,377,8,350,2026-01-15
1786,406,9,505,2026-01-15
1787,434,6,748,2026-01-15
1788,229,7,770,2026-01-15
1789,465,2,878,2026-01-15
1790,304,4,411,2026-01-15
1791,410,9,901,2026-01-15
1792,47,3,135,2026-01-15
1793,149,6,624,2026-01-15
1794,4,9,917,2026-01-15
1795,474,3,695,2026-01-15
1796,491,5,679,2026-01-15
1797,32,3,332,2026-01-15
1798,392,1,97,2026-01-15
1799,395,9,165,2026-01-15
1800,449,9,541,2026-01-15
1801,418,9,850,2026-01-15
1802,284,5,54,2026-01-15
1803,112,7,496,2026-01-15
1804,158,6,15,2026-01-15
1805,423,4,95,2026-01-15
1806,98,5,375,2026-01-15
